car,mileage,capacity
24,181571.0688,37.05984
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84088.4352,41.279309999999995
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,84351.3792,39.48379166666667
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85000.5024,39.890859999999996
24,85277.06880000001,39.890859999999996
24,85277.06880000001,39.890859999999996
24,85277.06880000001,39.890859999999996
24,85277.06880000001,39.890859999999996
24,85277.06880000001,39.890859999999996
24,85277.06880000001,39.890859999999996
24,85277.06880000001,39.890859999999996
24,85277.06880000001,39.890859999999996
24,85277.06880000001,39.890859999999996
24,85578.9792,39.37898666666667
24,85578.9792,39.37898666666667
24,85578.9792,39.37898666666667
24,85578.9792,39.37898666666667
24,85578.9792,39.37898666666667
24,85578.9792,39.37898666666667
24,85802.42880000001,39.695142499999996
24,85802.42880000001,39.695142499999996
24,85802.42880000001,39.695142499999996
24,85802.42880000001,39.695142499999996
24,85802.42880000001,39.695142499999996
24,85802.42880000001,39.695142499999996
24,85802.42880000001,39.695142499999996
24,85802.42880000001,39.695142499999996
24,85802.42880000001,39.695142499999996
24,85802.42880000001,39.695142499999996
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86086.4928,39.40002166666668
24,86286.1824,39.40002166666668
24,86286.1824,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,86567.0784,39.40002166666668
24,87065.088,39.84578833333335
24,87065.088,39.84578833333335
24,87065.088,39.84578833333335
24,87065.088,39.84578833333335
24,87065.088,39.84578833333335
24,87065.088,39.84578833333335
24,87065.088,39.84578833333335
24,87065.088,39.84578833333335
24,87065.088,39.84578833333335
24,87412.72320000001,37.56284900000001
24,87412.72320000001,37.56284900000001
24,87412.72320000001,37.56284900000001
24,87412.72320000001,37.56284900000001
24,87412.72320000001,37.56284900000001
24,87412.72320000001,37.56284900000001
24,87412.72320000001,37.56284900000001
24,87633.9552,37.56284900000001
24,87633.9552,37.56284900000001
24,87633.9552,37.56284900000001
24,87633.9552,37.56284900000001
24,87941.568,38.29531583333335
24,87941.568,38.29531583333335
24,87941.568,38.29531583333335
24,87941.568,38.29531583333335
24,87941.568,38.29531583333335
24,87941.568,38.29531583333335
24,87941.568,38.29531583333335
24,87941.568,38.29531583333335
24,87941.568,38.29531583333335
24,87941.568,38.29531583333335
24,87941.568,38.29531583333335
24,87941.568,38.29531583333335
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88458.2688,39.94246583333333
24,88988.592,40.33627
24,88988.592,40.33627
24,88988.592,40.33627
24,88988.592,40.33627
24,88988.592,40.33627
24,88988.592,40.33627
24,88988.592,40.33627
24,88988.592,40.33627
24,88988.592,40.33627
24,88988.592,40.33627
24,88988.592,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89212.04160000001,40.33627
24,89478.1536,40.33627
24,89478.1536,40.33627
24,89478.1536,40.33627
24,89478.1536,40.33627
24,89478.1536,40.33627
24,89478.1536,40.33627
24,89478.1536,40.33627
24,89478.1536,40.33627
24,89478.1536,40.33627
24,89478.1536,40.33627
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89834.02560000001,40.219453095238094
24,89975.3184,39.19476833333333
24,89975.3184,39.19476833333333
24,89975.3184,39.19476833333333
24,89975.3184,39.19476833333333
24,89975.3184,39.19476833333333
24,89975.3184,39.19476833333333
24,89975.3184,39.19476833333333
24,89975.3184,39.19476833333333
24,89975.3184,39.19476833333333
24,89975.3184,39.19476833333333
24,89975.3184,39.19476833333333
24,89975.3184,39.19476833333333
24,89975.3184,39.19476833333333
24,90338.3712,39.81525516666667
24,90338.3712,39.81525516666667
24,90338.3712,39.81525516666667
24,90338.3712,39.81525516666667
24,90338.3712,39.81525516666667
24,90338.3712,39.81525516666667
24,90338.3712,39.81525516666667
24,90338.3712,39.81525516666667
24,90338.3712,39.81525516666667
24,90338.3712,39.81525516666667
24,90435.1008,37.28100233333335
24,90435.1008,37.28100233333335
24,90435.1008,37.28100233333335
24,90435.1008,37.28100233333335
24,90435.1008,37.28100233333335
24,90435.1008,37.28100233333335
24,90435.1008,37.28100233333335
24,90435.1008,37.28100233333335
24,90435.1008,37.28100233333335
24,90435.1008,37.28100233333335
24,90764.4672,39.4521711547619
24,90764.4672,39.4521711547619
24,90764.4672,39.4521711547619
24,90764.4672,39.4521711547619
24,90764.4672,39.4521711547619
24,90764.4672,39.4521711547619
24,90764.4672,39.4521711547619
24,90764.4672,39.4521711547619
24,90764.4672,39.4521711547619
24,90764.4672,39.4521711547619
24,90936.384,39.56368925
24,90936.384,39.56368925
24,90936.384,39.56368925
24,90936.384,39.56368925
24,90936.384,39.56368925
24,90936.384,39.56368925
24,90936.384,39.56368925
24,90936.384,39.56368925
24,90936.384,39.56368925
24,91028.25600000001,38.32207683333334
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91400.1792,39.9269680952381
24,91642.7424,38.579997326118324
24,91642.7424,38.579997326118324
24,91642.7424,38.579997326118324
24,91642.7424,38.579997326118324
24,91642.7424,38.579997326118324
24,91642.7424,38.579997326118324
24,91905.792,38.579997326118324
24,91905.792,38.579997326118324
24,91905.792,38.579997326118324
24,91905.792,38.579997326118324
24,91905.792,38.579997326118324
24,91905.792,38.579997326118324
24,91905.792,38.579997326118324
24,91905.792,38.579997326118324
24,91905.792,38.579997326118324
24,91905.792,38.579997326118324
24,91905.792,38.579997326118324
24,91905.792,38.579997326118324
24,92175.17760000001,39.431768202380965
24,92175.17760000001,39.431768202380965
24,92175.17760000001,39.431768202380965
24,92175.17760000001,39.431768202380965
24,92175.17760000001,39.431768202380965
24,92175.17760000001,39.431768202380965
24,92175.17760000001,39.431768202380965
24,92175.17760000001,39.431768202380965
24,92175.17760000001,39.431768202380965
24,92175.17760000001,39.431768202380965
24,92175.17760000001,39.431768202380965
24,92317.632,36.79006666666668
24,92317.632,36.79006666666668
24,92317.632,36.79006666666668
24,92317.632,36.79006666666668
24,92317.632,36.79006666666668
24,92317.632,36.79006666666668
24,92317.632,36.79006666666668
24,92317.632,36.79006666666668
24,92317.632,36.79006666666668
24,92451.9552,37.2872369047619
24,92451.9552,37.2872369047619
24,92451.9552,37.2872369047619
24,92451.9552,37.2872369047619
24,92451.9552,37.2872369047619
24,92451.9552,37.2872369047619
24,92451.9552,37.2872369047619
24,92451.9552,37.2872369047619
24,92451.9552,37.2872369047619
24,92451.9552,37.2872369047619
24,92451.9552,37.2872369047619
24,92970.4512,39.675429730158726
24,92970.4512,39.675429730158726
24,92970.4512,39.675429730158726
24,92970.4512,39.675429730158726
24,92970.4512,39.675429730158726
24,92970.4512,39.675429730158726
24,92970.4512,39.675429730158726
24,92970.4512,39.675429730158726
24,92970.4512,39.675429730158726
24,92970.4512,39.675429730158726
24,93085.344,39.52779828968253
24,93085.344,39.52779828968253
24,93085.344,39.52779828968253
24,93085.344,39.52779828968253
24,93085.344,39.52779828968253
24,93085.344,39.52779828968253
24,93085.344,39.52779828968253
24,93168.6624,37.644423
24,93168.6624,37.644423
24,93168.6624,37.644423
24,93168.6624,37.644423
24,93168.6624,37.644423
24,93168.6624,37.644423
24,93168.6624,37.644423
24,93168.6624,37.644423
24,93168.6624,37.644423
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93623.2704,39.32325357142857
24,93748.9344,37.59039419047618
24,93748.9344,37.59039419047618
24,93748.9344,37.59039419047618
24,93748.9344,37.59039419047618
24,93748.9344,37.59039419047618
24,93846.19200000001,39.1976490436508
24,93846.19200000001,39.1976490436508
24,93846.19200000001,39.1976490436508
24,93846.19200000001,39.1976490436508
24,93846.19200000001,39.1976490436508
24,93846.19200000001,39.1976490436508
24,93846.19200000001,39.1976490436508
24,93846.19200000001,39.1976490436508
24,94189.8144,37.1226995
24,94189.8144,37.1226995
24,94189.8144,37.1226995
24,94189.8144,37.1226995
24,94189.8144,37.1226995
24,94417.1712,37.8835145
24,94417.1712,37.8835145
24,94417.1712,37.8835145
24,94417.1712,37.8835145
24,94417.1712,37.8835145
24,94417.1712,37.8835145
24,94417.1712,37.8835145
24,94417.1712,37.8835145
24,94417.1712,37.8835145
24,94843.37280000001,38.37220042857143
24,94843.37280000001,38.37220042857143
24,94843.37280000001,38.37220042857143
24,94843.37280000001,38.37220042857143
24,94843.37280000001,38.37220042857143
24,94843.37280000001,38.37220042857143
24,94843.37280000001,38.37220042857143
24,94843.37280000001,38.37220042857143
24,95423.5392,38.378557428571426
24,95423.5392,38.378557428571426
24,95423.5392,38.378557428571426
24,95423.5392,38.378557428571426
24,95423.5392,38.378557428571426
24,95507.06880000001,37.88620145238096
24,95507.06880000001,37.88620145238096
24,95507.06880000001,37.88620145238096
24,95507.06880000001,37.88620145238096
24,95507.06880000001,37.88620145238096
24,95507.06880000001,37.88620145238096
24,95507.06880000001,37.88620145238096
24,95507.06880000001,37.88620145238096
24,95507.06880000001,37.88620145238096
24,95696.9376,38.109431
24,95696.9376,38.109431
24,95696.9376,38.109431
24,95696.9376,38.109431
24,95696.9376,38.109431
24,95696.9376,38.109431
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,95907.8208,39.016795
24,96115.64160000002,39.016795
24,96115.64160000002,39.016795
24,96115.64160000002,39.016795
24,96115.64160000002,39.016795
24,96115.64160000002,39.016795
24,96115.64160000002,39.016795
24,96115.64160000002,39.016795
24,96115.64160000002,39.016795
24,96115.64160000002,39.016795
24,96115.64160000002,39.016795
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96255.3504,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96504.8832,38.612180880952394
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96755.04960000001,38.43375225
24,96955.2672,39.03232416666667
24,96955.2672,39.03232416666667
24,96955.2672,39.03232416666667
24,96955.2672,39.03232416666667
24,96955.2672,39.03232416666667
24,96955.2672,39.03232416666667
24,96955.2672,39.03232416666667
24,96955.2672,39.03232416666667
24,96955.2672,39.03232416666667
24,96955.2672,39.03232416666667
24,97137.744,38.43375225
24,97137.744,38.43375225
24,97137.744,38.43375225
24,97137.744,38.43375225
24,97137.744,38.43375225
24,97137.744,38.43375225
24,97137.744,38.43375225
24,97137.744,38.43375225
24,97137.744,38.43375225
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97461.936,39.62814261904761
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97742.83200000001,39.85140466666667
24,97989.6192,39.85140466666667
24,97989.6192,39.85140466666667
24,97989.6192,39.85140466666667
24,97989.6192,39.85140466666667
24,97989.6192,39.85140466666667
24,97989.6192,39.85140466666667
24,97989.6192,39.85140466666667
24,97989.6192,39.85140466666667
24,97989.6192,39.85140466666667
24,97989.6192,39.85140466666667
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98268.72,39.4165531904762
24,98457.84960000002,39.802043404761896
24,98457.84960000002,39.802043404761896
24,98457.84960000002,39.802043404761896
24,98457.84960000002,39.802043404761896
24,98457.84960000002,39.802043404761896
24,98457.84960000002,39.802043404761896
24,98457.84960000002,39.802043404761896
24,98457.84960000002,39.802043404761896
24,98457.84960000002,39.802043404761896
24,98457.84960000002,39.802043404761896
24,98815.6224,39.56965973412698
24,98815.6224,39.56965973412698
24,98815.6224,39.56965973412698
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,98929.4592,38.83937350000001
24,99227.67360000001,39.43973982539682
24,99227.67360000001,39.43973982539682
24,99227.67360000001,39.43973982539682
24,99227.67360000001,39.43973982539682
24,99227.67360000001,39.43973982539682
24,99227.67360000001,39.43973982539682
24,99227.67360000001,39.43973982539682
24,99227.67360000001,39.43973982539682
24,99227.67360000001,39.43973982539682
24,99227.67360000001,39.43973982539682
24,99227.67360000001,39.43973982539682
24,99227.67360000001,39.43973982539682
24,99227.67360000001,39.43973982539682
24,99666.0192,39.03607542460318
24,99666.0192,39.03607542460318
24,99666.0192,39.03607542460318
24,99666.0192,39.03607542460318
24,99666.0192,39.03607542460318
24,99666.0192,39.03607542460318
24,99666.0192,39.03607542460318
24,99666.0192,39.03607542460318
24,99666.0192,39.03607542460318
24,99666.0192,39.03607542460318
24,99666.0192,39.03607542460318
24,99666.0192,39.03607542460318
24,99799.1808,38.96939401118327
24,99799.1808,38.96939401118327
24,99799.1808,38.96939401118327
24,99799.1808,38.96939401118327
24,99799.1808,38.96939401118327
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100079.44320000001,40.41507983333333
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,100448.9376,40.02549348809524
24,101018.016,40.08648085714285
24,101018.016,40.08648085714285
24,101018.016,40.08648085714285
24,101018.016,40.08648085714285
24,101018.016,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101484.8736,40.08648085714285
24,101907.69600000001,40.08435033333335
24,101907.69600000001,40.08435033333335
24,101907.69600000001,40.08435033333335
24,101907.69600000001,40.08435033333335
24,101907.69600000001,40.08435033333335
24,101907.69600000001,40.08435033333335
24,101907.69600000001,40.08435033333335
24,101907.69600000001,40.08435033333335
24,101907.69600000001,40.08435033333335
24,102164.6208,39.64096933333335
24,102164.6208,39.64096933333335
24,102164.6208,39.64096933333335
24,102164.6208,39.64096933333335
24,102164.6208,39.64096933333335
24,102164.6208,39.64096933333335
